Transaction ID,Date of Purchase,Time of Purchase,Purchase Type,Payment Method,Railcard,Ticket Class,Ticket Type,Price,Departure Station,Arrival Destination,Date of Journey,Departure Time,Arrival Time,Actual Arrival Time,Journey Status,Reason for Delay,Refund Request
915755b1-d762-4f7e-84b5,2024-02-03,01:59:34,Online,Contactless,,STANDARD,advance,3.0,liverpool lime street,Manchester Piccadilly,"February 18, 2024",00:15:00,00:45:00,00:45:00,On Time,,no
b84197b5-17bf-41e2-bd07,2024-03-07,05:05:11,Online,CC,,Standard,anytime,10.0,Birmingham New Street, stafford  ,03/07/2024,06:30:00,07:00:00,07:00:00,On Time,,false
1b31abc9-85a5-4d2f-9dc8,2024-04-12,06:31:12,Station,Credit Card,None,Standard,ANYTIME,151.0, Liverpool Lime Street,London Euston,2024-04-12,8:00 AM,10:15 AM,11:15:00,Delayed,WEATHER,n/a
e8ffbd87d2574846833b,12/03/2024,05:14:54,online,Debit Card,,Standard,Anytime,143.0,London Euston,Manchester Piccadilly,12-03-2024,06:30:00,08:20:00,N/A,On-Time,,N
c14128c5-1c6c-4dbf-82f5,2024-02-20,03:20:10,Online  ,Contact less,,Std, Off-Peak,53.0,London Kings Cross,York,"February 20, 2024",04:45:00,06:35:00,6:35 AM,On Time,,No
5ef16853-9b12-47ec-82c1,25/04/2024,9:31 AM,Station,Credit Card,,STANDARD,Off-Peak,10.0,London Euston, Birmingham New Street,25-04-2024,11:00:00,12:20:00,12:20 PM,ON TIME,,FALSE
e396d6f3-1e58-4810-b87c,02/09/2024,09:56:33,Online,Credit Crad,,Standard  ,ADVANCE,6.0,Birmingham New Street, Liverpool Lime Street,2024-02-17,08:15:00,9:45 AM,09:45:00,On Time,,0
df1ab54b-819a-4689-80f3,10/01/2024,01:30:03,Online,Credit Card,Senior,Standard  , Advance,5.0,york,DURHAM,11/01/2024,00:00:00,00:50:00,00:50:00, On Time,,No
3c9e6532-c0b3-48a1-be92,29/03/2024,14:41:45, Station  , Credit Card,Adult, Standard  , ANYTIME,9.0, London Euston,Birmingham New Street,29-03-2024,16:00:00,5:20 PM,17:20:00,On Time,,No
a7b52f73-4e9a-4965-8c0e,04/05/2024,14:26:10,Online  ,Credit Card,None, Standard  ,Off-Peak,7.0,London Euston, Birmingham New Street,2024-04-05,3:45 PM,17:05:00,17:05:00,On-Time,,false
6b8facbf-7468-4b9a-b6b4,2024/04/04,08:19:32,Online,Credit Card  ,,standard,Advance,18.0, london paddington,oxford,04/05/2024,07:45:00,09:15:00,09:15:00,on time,,None
16e6f7ac-e1ff-486c-958c,13-02-2024,09:06:11,Online,CREDIT CARD,,Standrd,Advance,34.0,york,peterborough,2024/02/14,07:30:00,08:40:00,08:40:00,On Time,,No
A1B28CA3-5D5E-434C-A449,02/21/2024,19:21:06,Station  ,-,,Standard  , Advance,8.0,London St Pancras,Birmingham New Street,2024-02-26,17:45:00,19:05:00,19:05:00,on time,,N/A
66a3d87f-6eb1-40f0-bc5f,04/07/2024,12:00:22,station,contactless,Senior, Standard,Off-Peak,3.0,Manchester Piccadilly  ,Liverpool Lime Street,2024-04-07,13:30:00,2:00 PM,-,On Time,N/A,no
145f520c-38c5-432c-b456,01/10/2024,14:29:45,Online,CREDIT CARD,Disabled,FIRST CLASS,Advance,18.0,London Paddington,reading,01/11/2024,12:45:00,13:45:00,13:45:00,On Time,,No
d2296805-1b87-47b3-8629,01/06/2024,17:19:24, Online,Credit Card,,Std,Off-Peak,£10.00,Birmingham New Street,nuneaton,"January 06, 2024",18:45:00,19:05:00,19:05:00,ON TIME,,false
03e8705e-3a65-488a-a33f,2024/03/11,11:59 AM,ONLINE,Contacless,,Standard,Off-Peak,12.0,LONDON ST PANCRAS,Birmingham New Street,"March 11, 2024",1:15 PM,14:35:00,n/a,On Time,,no
95811ee3-5198-425f-a3b7,"March 22, 2024",2:30 PM, Online,Contacless,,STANDARD,Advance,35.00 GBP,London Kings Cross,York  ,"March 23, 2024",1:00 PM,14:50:00,2:50 PM, On Time,,No
24c663de-c3db-4fdb-acf1,04/13/2024,7:43 AM,Online, Contactless,Disabled,Standrd,off-peak,36.0,LONDON KINGS CROSS  ,Edinburgh Waverley,2024/04/13,16:00:00,20:20:00,8:20 PM, On Time  ,,false
66c9fcc3-de95-4cae-897f,2024-02-12,20:16:55, Online,CC,,Standrd, Advance,8.0,London St Pancras,BIRMINGHAM NEW STREET,13/02/2024,18:45:00,20:05:00,8:05 PM,On Time,n/a,false
a2aa98e4-e498-48ab-905e,22-02-2024,00:28:31,Online,Credit Card,,standard,advance  ,13.0,london paddington,reading  ,2024-02-23,10:45 PM,23:45:00,23:45:00,ON TIME,,0
44BE252A-948E-4C19-95B1,10/01/2024,14:09:07,station  ,Contactless,NULL,standard, Off-Peak,19.0, London Paddington,READING,2024-01-10,3:30 PM,16:30:00,4:30 PM,ON TIME,,FALSE
76b43d38-8b67-4f29-92ca,2024-01-23,07:27:45,ONLINE, Contactless,, Standard,Anytime,25.0,london paddington,Reading,23-01-2024,8:45 AM,09:45:00,9:45 AM,On-Time,,0
36a5d27c-868a-410c-a1c2,02/23/2024,08:54:07, Station,,Adult  ,Standrd,Off-Peak,7.0,London Euston,Birmingham New Street,02/23/2024,10:15:00,11:35:00,11:35:00,ON TIME,,N
a8b6a75e-49e4-4a46-b7a8,10-01-2024,08:23:01,Station,Credit Card,,standard, Advance,3.00 GBP,Liverpool Lime Street,Manchester Piccadilly,2024-01-11,06:45:00,7:15 AM,07:15:00, ON TIME,,FALSE
ff365b77-5464-4f96-8d1d,31-03-2024,18:53:11,Station,Contacless,,Standard,Off-Peak,, Liverpool Lime Street,Manchester Piccadilly,2024-03-31,20:15:00,20:45:00,20:45:00,On Time,,0
0e7636b0-647b-43c0-8001,2024/04/05,3:10 AM,Online,contactless,,Standard,Off-Peak,53.0,london kings cross  ,york,2024/04/05,04:30:00,6:20 AM,06:20:00,On Time,,N
40499834-87c9-4163-a069,07/02/2024,19:26:18,ONLINE  ,, senior,Standard,Advance,16.0,London St Pancras,Leicester,23-02-2024,18:45:00,19:45:00,19:45:00,On Time,n/a,no
4e285400-54f1-4b6b-8840,2024-03-17,14:53:51, online,Contacless,Adult,Standard, Off-Peak,11.0,Birmingham New Street  ,MANCHESTER PICCADILLY,17/03/2024,4:15 PM,17:35:00,17:35:00, ON TIME,,No
c0c054d3-639c-46ea-9859,02/05/2024,15:38:39,Online,Contactless,,Standard,Anytime,£25.00,London Paddington,Reading,"February 05, 2024",17:00:00,18:00:00,18:00:00,ON TIME,,N
531f3bf2-f65b-4d62-b337,02/17/2024,1:31 PM,Station, Credit Card,,Standard,OFF-PEAK,19.0,London Paddington,Reading,2024-02-17,3:00 PM,16:00:00,16:00:00,On Time,,No
3f368a85-a367-4577-b7bb,15-03-2024,17:41:00, station, Credit Card  ,,Standrd,off-peak,-12.0,LONDON ST PANCRAS,BIRMINGHAM NEW STREET,15/03/2024,19:00:00,20:20:00,20:20:00,On Time,,No
805a7768-bf76-4662-b46c,02/23/2024,16:49:58,Online  ,Creditcard,,Standard,Advance,,LONDON ST PANCRAS  ,BIRMINGHAM NEW STREET,2024-02-27,15:15:00,16:35:00,16:35:00,On-Time,,false
684fa715-fbfc-4fe2-b35c,03/13/2024,16:13:44,Station,CONTACTLESS,ADULT,Standard, Anytime,101.0,liverpool lime street,LONDON EUSTON,03/13/2024,17:30:00,19:45:00,19:45:00,On-Time,,No
6667e290-21f6-4219-999a,2024/04/22,15:39:48,Station,Credit Card,, Standard,advance,13.0,London Paddington,Reading,2024-04-23,14:00:00,15:00:00,3:00 PM,On Time,,N
508aa6b5-cdc8-4b98-ab3f,2024/02/07,9:34 AM,Station,Credit Card,,standard,ADVANCE,£76.00,liverpool lime street,London Euston,2024/02/08,08:00:00,10:15:00,10:49:00,Delyed,Weather,No
a30274b9-1b68-48bd-ae19,09-04-2024,22:34:03,online,contactless, Adult,STANDARD,Advance,£2.00,manchester piccadilly,LIVERPOOL LIME STREET  ,2024/04/10,12:00 AM,12:30 AM,NULL,On Time,,0
98af1725-1347-4629-b11e,03/31/2024,10:35:46,Station,credit card,, Standard,Off-Peak,N/A,Manchester Piccadilly, Liverpool Lime Street  ,31-03-2024,12:00:00,12:30:00,12:30:00, on time,,No
61d26b3b-3924-4333-be32,01/03/2024,09:44:48,Online,None, Disabled,Standard,ADVANCE,48.0, London Euston,Manchester Piccadilly,2024/01/04,08:00:00,9:50 AM,9:50 AM,On Time,,No
3d84b7aa-6eeb-426a-954b,2024-02-07,20:29:53, Station,,ADULT,standard,ADVANCE,5.0, LONDON ST PANCRAS,Birmingham New Street,2024-02-09,6:45 PM,20:05:00,20:05:00,On Time  ,,0
57543876-1501-43ac-b719,12-04-2024,22:42:00,Online,Contactless,ADULT  , Standard, advance,,MANCHESTER PICCADILLY, Liverpool Lime Street,13/04/2024,00:00:00,12:30 AM,,cancelled, Weather Conditions,false
dc529cd8-fbb9-47f7-b800,"April 08, 2024",23:01:45,Online  ,Credit Card,,Standard,ADVANCE,7.0,London Euston,Birmingham New Street,09-04-2024,00:30:00,1:50 AM,01:50:00,On Time,,no
e2fbb9a7-8f97-489d-b2dc,"February 17, 2024",09:33:22, Online,Contactless,,STANDARD,Advance,6.0,Reading,Oxford,"February 18, 2024",08:00:00,08:25:00,8:25 AM,On Time,n/a,No
734888c9-f34a-49bd-a580,08-03-2024,17:45:03,online  , Credit Card,,Std,Advance,13.0,London Paddington,Reading,03/09/2024,16:15:00,17:15:00,5:15 PM,On Time,,N
f2383924-6ed4-4cdd-bdfe,09/02/2024,06:35:29,Online,Contactless, Adult, Standard,advance,£6.00,Liverpool Lime Street,Sheffield,28/02/2024,05:00:00,06:15:00,6:15 AM, On Time,,FALSE
6885FA60-80B2-4E99-86CF,2024-02-13,12:44:20,Online,Contacless,,Standard,ADVANCE,£8.00,London St Pancras, BIRMINGHAM NEW STREET,2024-02-21,11:00 AM,12:20:00,12:20 PM,On Time,,FALSE
316d1ffa-a924-4aaf-987f,14-03-2024,09:43:07,Online,CONTACTLESS,,Standard  ,Advance,6.0, Reading,Oxford,2024-03-15,08:00:00,08:25:00,N/A,On Time,,-
dd481377-7718-467f-a514,"April 17, 2024",04:54:36,Online,Credit Crad,,Standard,anytime  ,70.0, London Kings Cross  ,York,04/17/2024,06:15:00,8:05 AM,8:05 AM,On Time,,false
7e319a07-2428-42d4-9da7,03/11/2024,6:49 AM,Station,Credit Crad,Disabled,Standard, Anytime  ,9.0,London Euston,BIRMINGHAM NEW STREET,2024-03-11,08:15:00,09:35:00,9:35 AM, on time  ,,N
c761cfca-0558-4749-a81b,11/02/2024,3:41 AM, Online,CC,N/A,First Class,Advance,10.0,Liverpool Lime Street,Manchester Piccadilly,02/21/2024,02:00:00,2:30 AM,02:30:00,On-Time,,no
03bc8941-70bb-4c69-b0c1,2024-01-27,10:21 AM, Station,Contactless,Disabled,Standard,advance,23.0,London Kings Cross, YORK,2024-02-14,08:45:00,10:35:00,10:35 AM,On Time,,0
e6aed3df-fbf9-42b0-9da5,2024-03-09,12:30 AM,Online,CREDIT CARD  ,,STANDARD,off-peak  ,5.0,LIVERPOOL LIME STREET,manchester piccadilly  ,2024/03/09,2:00 AM,02:30:00,02:30:00, On Time,N/A,false
5053f39a-e2c1-42d8-80fe,2024-02-07,19:21:54, Station  , CREDIT CARD,,Std,Advance,35.0,LONDON KINGS CROSS  ,York,08/02/2024,5:45 PM,19:35:00,,On-Time,None,
68098c2c-090b-49d9-94fb,03/20/2024,08:25:38,Online,,,standard  ,OFF-PEAK,£10.00, LONDON EUSTON,Birmingham New Street,"March 20, 2024",09:45:00,11:05:00,11:05 AM,On Time,N/A,no
8854606D-EBF4-41F6-8738,2024/02/22,23:33:50, Station,Contactless  ,,STANDARD,Advance  ,8.0,LONDON ST PANCRAS,Birmingham New Street,2024-02-23,10:00 PM,23:20:00,11:20 PM,On Time,,false
cfda050b-bde1-4fa3-a2ee,03/29/2024,10:33:17,ONLINE,Contacless,,Standard,Off-Peak  ,12.0,London St Pancras, Birmingham New Street,29-03-2024,12:00:00,1:20 PM,13:20:00, On Time,,None
c9aeba41-24e6-40ac-bc0c,08/02/2024,00:27:45, Online,Contactless,,first class,ADVANCE,48.0,London Kings Cross,Edinburgh Waverley,02/12/2024,16:00:00,20:20:00,None,ON TIME,,No
997e3def-2ec0-40a8-aed0,2024-02-04,00:03:18,Online,Contact less,Disabled,standard  ,Off-Peak,3.0,Liverpool Lime Street  , Manchester Piccadilly,02/04/2024,01:30:00,2:00 AM,02:00:00,On Time,,N
c228dc98436d4b4db818,2024/02/05,22:02:47,Online,Credit Card,, STANDARD,Advance,7.0,London Euston, Birmingham New Street,2024-02-06,20:30:00,21:50:00,21:50:00, On Time  ,,false
b02db390-c381-40b1-be2d,2024-01-19,06:06:47,Online,Credit Card,Disabled  ,Standrd,ANYTIME,47.0,London Kings Cross, YORK,19-01-2024,07:30:00,09:20:00,N/A,ON TIME,,N
2b79f915-0f72-4fef-bfb4,2024-02-05,19:34:10,Online,CREDIT CARD,,Standard,Advance,9.0,reading,Swindon,02/17/2024,17:45:00,18:30:00,18:30:00,on time,,No
242c9746-7643-479f-9c80,2024-03-05,6:05 AM, Online,Credit Card,,Std,ANYTIME,16.0, London St Pancras  ,Birmingham New Street,"March 05, 2024",07:30:00,08:50:00,08:50:00,On Time,N/A,FALSE
710c3d67-ac7e-4cc5-beff,04-03-2024,05:32:14,Online,,Adult  ,Standrd,Anytime,-23.0,Oxford,Bristol Temple Meads,04-03-2024,07:00:00,8:15 AM,08:15:00,On Time,,N
0C0D177B-022D-4186-BB2E,2024-02-13,5:03 AM,Online,credit card,, Standard,anytime,13.00 GBP,London Euston  ,birmingham new street,2024-02-13,06:30:00,7:50 AM,07:50:00, On Time,,N
040ab267-6cf7-4b60-aa1d,04/04/2024,04:16:39, online,Creditcard,,standard,off-peak,12.0,London St Pancras, Birmingham New Street,04/04/2024,05:45:00,7:05 AM,07:05:00, ON TIME,,no
69350edc-038b-41be-b456,2024-01-22,7:47 AM,online, CONTACTLESS,Senior, Standard,Off-Peak,, MANCHESTER PICCADILLY,Liverpool Lime Street,2024-01-22,09:15:00,9:45 AM,09:45:00, On Time  ,,N
22f1ea9e-73ad-4724-b189,26-03-2024,18:59:40,online,Credit Card  ,ADULT,first class  ,Advance,38.0,london kings cross, YORK,2024-03-27,17:15:00,19:05:00,19:05:00,on time,None,FALSE
5d5fbf2a-5821-4125-994c,2024/02/06,10:46:13,online,CC,Disabled,STANDARD  ,Advance,8.0,London Paddington,READING,16/02/2024,09:15:00,10:15 AM,10:15:00,On Time,,0
7da58ccc-4946-4252-bb44,11-04-2024,03:37:55,ONLINE,Creditcard,,Standard,Advance,12.0, Manchester Piccadilly,Nottingham,2024-04-12,2:00 AM,03:00:00,03:00:00,On Time,,0
083890c1-8c0e-43df-b389,"February 05, 2024",19:26:10,ONLINE,Credit Crad,Senior,STANDARD,Advance,None,Manchester Piccadilly, liverpool lime street  ,14/02/2024,6:45 PM,19:15:00,,Cancelled,traffic,N
1133427f-7c03-4c4e-a54b,2024-01-29,5:55 PM,Online, Contactless,Adult,Standrd,Advance,2.00 GBP,Manchester Piccadilly,Liverpool Lime Street,01-02-2024,16:15:00,16:45:00,16:45:00,On Time,,false
0fd9f6ef-b82e-440e-a993,16-01-2024,08:29:53,Online  ,Creditcard,, First Class  , Advance  ,27.0,London Paddington,Reading,2024-01-17,07:45:00,08:45:00,08:45:00, On Time,,false
52350826-0fe9-4811-845a,04/13/2024,05:01:54,Online,credit card,disabled,Standard  ,OFF-PEAK,5.0, York,doncaster  ,2024-04-13,06:30:00,07:00:00,7:00 AM,On Time  ,,no
ab63c113-da70-4bf6-a2a5,03/26/2024,17:22:19,ONLINE, Credit Card,,Standard,Anytime,5.0,Birmingham New Street,COVENTRY,2024-03-26,18:45:00,19:05:00,7:05 PM,On-Time,,No
8d53ec9a-b9f2-472e-9b12,07/01/2024,10:23:31,Online,contactless,,Standrd,Off-Peak,10.0, London Euston,Birmingham New Street,07/01/2024,11:45:00,13:05:00,13:05:00,On Time,,No
a5319ff5-607f-4620-8199,2024-02-19,12:27:04,ONLINE,Contacless,,Standard,Advance,£3.00,Manchester Piccadilly,LIVERPOOL LIME STREET,24/02/2024,10:45:00,11:15:00,,On Time,,N
f323be8f-476c-49c5-9351,02/15/2024,3:28 PM,Station, CREDIT CARD,,Standrd,Advance,24.0,York,Edinburgh,2024-02-26,13:45:00,4:15 PM,16:15:00,OnTime,,FALSE
2f419f6f-1a29-4b6c-ba34,01/02/2024,03:58:40,Online  ,Contact less,,Standard,Off-Peak,10.0, London Euston,Birmingham New Street,2024-02-01,05:15:00,06:35:00,06:35:00,On Time,,no
f9b82346-e99f-432a-9ade,21/03/2024,16:08:06,Station,NULL,Adult,First Class,ADVANCE,,london kings cross,York,22-03-2024,14:30:00,4:20 PM,16:20:00,On Time,,
9479bec9-2e01-4aac-be28,"March 28, 2024",05:09:54, Station,Creditcard,,Standrd,Advance  ,84.0,Manchester Piccadilly, london euston,03/29/2024,03:30:00,05:20:00,05:20:00, Delayed,Weather Conditions,false
eb531127-b0ff-4990-a7ed,17-02-2024,23:02:05,Station,Credit Card,-,standard  , Advance,13.0,LONDON PADDINGTON, Reading,24/02/2024,9:30 PM,10:30 PM,10:30 PM,On-Time,,No
187e0de4-a8f7-4082-8eb5,03/01/2024,5:46 PM,ONLINE,Credit Card,,Standrd,ADVANCE,7.0, london euston,Birmingham New Street  ,2024-03-02,16:15:00,17:35:00,-,On Time,,No
980C8256-036C-4591-A5EF,04/04/2024,12:25:42,Online,CONTACTLESS,,standard,Off-Peak,13.0,Liverpool Lime Street,SHEFFIELD,04/04/2024,13:45:00,3:00 PM,3:00 PM,OnTime,,FALSE
6A1E323B-70EF-4060-861A,04/10/2024,15:59:44,Station,Credit Card  ,,Standard,Anytime,151.0,Liverpool Lime Street,London Euston  ,2024-04-10,17:15:00,19:30:00,19:30:00,On-Time,,N
ce431b1c-a53f-41be-b699,04/02/2024,3:07 PM,Station,Contactless  ,SENIOR,Std,advance,2.0,MANCHESTER PICCADILLY,Liverpool Lime Street  ,14-02-2024,13:30:00,14:00:00,, Cancelled  ,Staff Shortage,0
20558a47-95f5-4f17-8f30,03/10/2024,08:09:58, Station,Credit Card,,Standard,Advance,3.0,Manchester Piccadilly,LIVERPOOL LIME STREET,2024/03/11,6:30 AM,07:00:00,07:00:00,On Time  ,,0
723868d1-9705-4b76-8724,04/07/2024,07:09:47,Online,, Adult,Standard,Advance,2.0,MANCHESTER PICCADILLY,Liverpool Lime Street,2024/04/08,5:30 AM,06:00:00,06:00:00,On Time,,0
48fb92b7-4848-483b-b316,16-02-2024,10:53:53, Online,Contactless,Disabled  ,Standard, Advance,n/a,London St Pancras,BIRMINGHAM NEW STREET,2024-02-23,09:15:00,10:35:00,10:35:00,on time  ,,false
f40807a7-7d36-4c63-936f,2024-03-06,06:40:44, Station,Credit Card,,Standard,ANYTIME,151.0, Liverpool Lime Street  ,London Euston,2024/03/06,8:00 AM,10:15:00,10:51:00,Delayed,Weather,false
86983030-9313-4DB1-98FE,03/11/2024,07:19:06,Station  , Credit Card,,Standard,ANYTIME,-,London Paddington,reading,2024-03-11,8:45 AM,09:45:00,09:45:00,on time,,N
0df25dfd-0545-425c-af8e,16-04-2024,13:47:47,Station,Contacless,Adult,STANDARD,Advance,23.0,London Kings Cross,York,2024-04-17,12:15:00,14:05:00,14:05:00,On-Time,NULL,No
74639af9-2257-42bb-b7ed,01/25/2024,07:58:29,Online  ,Debit Card, Senior,first class,Advance,18.00 GBP,London Paddington,Reading,01/26/2024,06:15:00,07:15:00,07:15:00,On Time,,No
e4d1d0b1-e782-47bf-96eb,2024/01/03,5:18 AM,STATION,credit card,,Standrd, Anytime,6.0,liverpool lime street,Manchester Piccadilly,2024-01-03,06:45:00,07:15:00,07:15:00,OnTime,,N
59c6cbf6-7b55-4388-8d9b,2024-02-13,10:39:57,Station,Contactless,NULL,standard,Advance,2.0,Manchester Piccadilly,Liverpool Lime Street,16/02/2024,09:00:00,09:30:00,11:57 AM,Delayed,SIGNAL FAILURE,no
5d46939b-73b4-492f-abb6,2024-03-21,3:05 AM, online,Contactless  ,Disabled  , STANDARD,ADVANCE,2000.0,Liverpool Lime Street, Manchester Piccadilly,22-03-2024,1:30 AM,02:00:00,02:00:00,On Time  ,,No
22f40fd4-3c51-4e99-bdb5,02/23/2024,16:54:14,Online,CC,adult,Standrd,Advance,5.0,London St Pancras,birmingham new street,2024-02-24,15:15:00,16:35:00,,cancelled,Technical Issue  ,N
09710b6891c74253bad1,02/17/2024,02:07:26,Station,Contactless  ,,standard,ADVANCE,35.0,LONDON KINGS CROSS,York  ,02/18/2024,00:30:00,02:20:00,02:20:00,On Time  ,,N
56815316-1d06-43eb-94c4,2024/04/26,03:40:20,online,contactless  ,ADULT, Standard,off-peak  ,65.0, LONDON PADDINGTON  ,Liverpool Lime Street  ,26-04-2024,05:00:00,7:30 AM,7:30 AM,On Time,,no
aeeb33f6-429e-41f1-9d6b,01/06/2024,04:53:38,Online,Credit Card,Senior,Standard,OFF-PEAK,N/A,Manchester Piccadilly,Liverpool Lime Street,06-01-2024,06:15:00,06:45:00,06:45:00,ON TIME,,FALSE
24750341-e4ea-4b99-a416,2024-04-27,17:56:04,online,Contacless,, Standard, ADVANCE,2.0,Manchester Piccadilly,Liverpool Lime Street,04/28/2024,16:15:00,16:45:00,16:45:00,OnTime,NULL,no
3407C478-5A0C-43B3-996E,05-04-2024,13:34:41,Online,Contact less,,Std,Advance  ,3.0,Liverpool Lime Street,MANCHESTER PICCADILLY,2024-04-06,12:00 PM,12:30 PM,12:30 PM,On-Time,,N
903c80c4-ecda-400b-9fab,01/16/2024,5:26 AM,Station,CREDIT CARD,,STANDARD,Anytime,6.0, LIVERPOOL LIME STREET,manchester piccadilly,2024/01/16,06:45:00,07:15:00,,Cancled,traffic,No
8fffbcd8-2418-40e3-96bd,2024-01-31,18:15:53,Online,Credit Card, SENIOR,Standard, ANYTIME  ,31.0,LONDON ST PANCRAS,Leicester,01/31/2024,18:45:00,7:45 PM,7:45 PM,On-Time,,false
71aef21c-bba5-4061-a131,04/21/2024,13:28:13,Station  ,Contact less,,standard  ,Advance,None,MANCHESTER PICCADILLY,Liverpool Lime Street,22-04-2024,11:45:00,12:15:00,12:15:00, On Time,,FALSE
9560e7a3-2876-492b-8bce,14-02-2024,01:56:28,Station,-,Adult, Standard,Advance  ,15.0,Birmingham New Street,London St Pancras,28-02-2024,00:15:00,01:35:00,01:35:00,On Time,,0
62F424C4-2DC5-47A0-96CC,2024-02-13,17:19:54,Online,N/A,,Standard,Anytime,16000.0, London St Pancras,birmingham new street  ,2024-02-13,6:45 PM,20:05:00,None,OnTime,,FALSE
5FD6AE2A-672C-4171-9057,2024-03-08,09:52:10, Online,Credit Card  ,Adult  , STANDARD  ,off-peak,3.0, Liverpool Lime Street,Manchester Piccadilly,2024-03-08,11:15:00,11:45:00,11:45:00,On Time,,false
564e0c71-3b2e-40ec-a2ac,25/02/2024,2:16 PM,Online,,DISABLED  ,Standard, Off-Peak,7.0,LONDON EUSTON  ,Birmingham New Street,25-02-2024,15:45:00,5:05 PM,5:05 PM,on time,NULL,no
32F0649E-0824-402D-AF48,2024/04/19,02:38:35, Online,n/a,n/a,Standard,Off-Peak,53.0,London Kings Cross,york,"April 19, 2024",04:00:00,05:50:00,5:50 AM,On Time,,N
92dfaf95-a75f-4ab9-afb8,2024-01-10,16:38:24, STATION, Credit Card,,standard,Advance,13.0,London Paddington  ,Reading,2024-01-11,3:00 PM,16:00:00,16:00:00,ON TIME  ,,N
103e5ea0-c8c7-4c31-91f3,"April 27, 2024",5:40 PM,STATION,Credit Card,Adult,Std,ADVANCE,8.0,London Paddington,Reading,04/28/2024,16:00:00,17:00:00,17:00:00,On Time,,0
ef1159c9-9cad-4284-9eef,20/02/2024,17:25:41,Online,CC,,First Class,Anytime,107.0,London St Pancras, Birmingham New Street,2024-02-20,18:45:00,20:05:00,20:05:00,On Time,,0
8792b0aa-c5b3-4c8f-8ab0,30/04/2024,06:23:24,Station, Credit Card,,standard,ANYTIME,70.0,London Kings Cross  ,york,04/30/2024,07:45:00,09:35:00,09:35:00,On-Time,,N
f0af694a-c145-4cc0-8e61,2024-04-24,8:24 PM,station,Credit Card,,Standard, Advance  ,5.0,Birmingham New Street,stafford,2024-04-25,17:45:00,6:15 PM,6:15 PM,On Time,n/a,N
70da820e-5888-4850-8edb,03-03-2024,5:55 PM,Online,Credit Crad,,Standard,Advance  ,£13.00,London Paddington,Reading,2024-03-04,16:15:00,17:15:00,None,On-Time,,false
0b1639b8dcfe43b3bd0e,15-01-2024,08:28:23,Online,NULL,,First Class  ,Advance  ,-,LONDON KINGS CROSS, York,16-01-2024,07:45:00,09:35:00,09:35:00,On Time,,false
dc521960-0dc6-436d-8c8e,12/02/2024,19:54:08,STATION,contactless,,STANDARD,Advance,54.0,Reading,liverpool lime street,02/21/2024,6:15 PM,8:45 PM,20:45:00,On Time,,0
17014dc8-b062-4e05-997c,2024-01-19,07:26:52,Online,Credit Card,,Standard,Anytime,35.0,London Paddington,Oxford,19/01/2024,07:45:00,09:15:00,09:15:00,On Time,,FALSE
89e4dbc0-fb02-4c4d-91d0,2024-01-03,15:10:35,station,credit card,,Standard,Advance,3.0,Manchester Piccadilly,Liverpool Lime Street,2024-01-04,13:30:00,2:00 PM,14:00:00,OnTime,,0
6841D57F-D4BE-41AC-957F,2024-03-10,02:14:47,Station,CREDIT CARD,, standard  ,Off-Peak,11.0,York,DURHAM,03/10/2024,3:30 AM,04:20:00,4:41 AM,Delyed,Weather Conditions,
89c43ff8-eff2-48e8-8a37,2024-01-26,15:16:22,Online,Creditcard,-,Standard  ,Advance,86.0,Manchester Piccadilly,London Paddington,27-01-2024,13:45:00,16:00:00,,On Time  ,,FALSE
9E42110C-4D2C-4A1A-90FF,2024-04-20,05:21:53,Online  ,Contactless  ,,Standard, ADVANCE,7.00 GBP,London Euston,birmingham new street,21-04-2024,3:45 AM,05:05:00,5:05 AM, ON TIME,,0
33294533-66b3-47f3-b01e,2024-01-15,2:51 PM,Station,contactless  ,Senior,standard,Advance,2.0,Manchester Piccadilly,Liverpool Lime Street  ,16-01-2024,1:15 PM,1:45 PM,13:45:00,On Time,,false
B5F65C86-A478-4227-A8C6,23/03/2024,5:16 AM,Station,CONTACTLESS  ,ADULT,standard, Off-Peak,35.0,London Kings Cross,YORK,2024-03-23,06:45:00,08:35:00,08:35:00,ON TIME,,No
f74669b2-84b6-458d-9713,2024-01-16,5:03 AM,Station,Credit Card,,STANDARD,Anytime,£13.00,London Euston,BIRMINGHAM NEW STREET,"January 16, 2024",06:30:00,07:50:00,07:50:00,ON TIME  ,,0
c8e78e36-96f0-46db-8cee,14/01/2024,10:42:15,online,Contactless,,Standard,advance  ,13.0,london paddington,READING  ,15/01/2024,09:00:00,10:00 AM,10:00 AM,On Time,,no
9252c299-7d54-4024-9ba0,07-01-2024,08:20:55,Online,Credit Card,,Standard,advance,35.0,London Kings Cross,YORK,08-01-2024,07:45:00,09:35:00,09:35:00,On-Time,N/A,0
deda8f20-ea6f-47b7-9f84,31-01-2024,06:03:49,Online,Credit Card  ,,First Class,Anytime  ,93.0,york,peterborough  ,31-01-2024,07:30:00,08:40:00,08:40:00,On Time,,N
4bfa8661380049a5921c,03/03/2024,05:20:56,Online,Contactless,,First Class,Off-Peak,41.0,London Paddington,Reading,2024-03-03,06:45:00,7:45 AM,7:45 AM,ON TIME,,false
